"taskCount","taskId","userId","time","AOI","X","Y","Z"
0,"L-NL0_R-WS1_in_tr",11017391,"null","null","null","null","null"
0,"27_L-WL0_R-NS0_tr",11017391,"5233","corridor_left","-150","-9,626333658807674","-0,23966514095443436"
0,"09_L-ES0_R-EL1_tr",11017391,"4717","corridor_right","150,00000000000003","-7,587774994019561","-5,720546736882298"
1,"25_L-WM0_R-NM0",11017391,"5253","corridor_left","-150","-17,039071640841538","-15,813208193570958"
2,"56_L-WL0_R-NM1",11017391,"5451","corridor_right","150,00000000000003","-15,129816802531387","-19,671944112206845"
3,"54_L-NS0_R-WM1",11017391,"5378","corridor_right","149,99999999999997","-14,535834446114205","-13,462141407361614"
4,"19_L-NM0_R-WL0",11017391,"5950","corridor_right","149,99999999999997","-13,552455472377861","-0,00223685849103461"
5,"53_L-NM1_R-WS0",11017391,"4994","corridor_left","-150","-12,725074841824764","-13,278271711710886"
6,"49_L-NM0_R-WM1",11017391,"5773","corridor_right","150","-11,807573235002543","-8,86588822174594"
7,"35_L-WS1_R-NL0",11017391,"5521","corridor_left","-150,00000000000003","-18,02926438767577","-5,223887621953157"
8,"45_L-ES1_R-EM0",11017391,"5550","corridor_left","-150,00000000000003","-6,222379208826965","-4,654074839210239"
9,"40_L-EM0_R-ES1",11017391,"5555","corridor_right","150,00000000000003","-22,035868789426335","-29,813039824875617"
10,"61_L-WM1_R-NL0",11017391,"5952","corridor_left","-150","-17,010418301103616","22,29705671061661"
11,"62_L-WM1_R-NM0",11017391,"5884","corridor_left","-150","-2,0258954582760254","3,652318932056575"
12,"34_L-WS0_R-NM0",11017391,"5883","corridor_left","-150","-18,190733432653545","8,88338280288211"
13,"44_L-ES0_R-EM1",11017391,"5786","corridor_right","150,00000000000003","-9,874134685650532","-11,652712280138985"
14,"13_L-WS0_R-NM1",11017391,"5816","corridor_right","150,00000000000003","-9,419456651188554","-8,596191579990233"
15,"07_L-EM0_R-ES0",11017391,"6183","corridor_right","150,00000000000003","-25,84371971229513","-17,498856083841005"
16,"05_L-EM0_R-EL0",11017391,"4319","corridor_left","-150,00000000000003","-13,747255459509596","-7,255012783972447"
17,"50_L-NM0_R-WS1",11017391,"6034","corridor_right","150","-16,984129907581554","3,7515581688263824"
18,"09_L-ES0_R-EL1",11017391,"5983","corridor_right","150,00000000000003","-10,330106176201788","-13,63581315143388"
19,"47_L-NL1_R-WM0",11017391,"4988","corridor_right","150,00000000000003","-6,422364773811701","13,40084738272913"
20,"31_L-WM0_R-NS0",11017391,"5585","corridor_left","-150","-10,411747697576295","9,347188954601826"
0,"L-NL0_R-WS1_in_tr",11065958,"2326","corridor_right","150","-20409003436629692","-11551229507576622"
0,"27_L-WL0_R-NS0_tr",11065958,"4560","corridor_left","-150","-10349517640267344","7537928544334075"
0,"09_L-ES0_R-EL1_tr",11065958,"3923","corridor_right","150","-12897842531556408","-2479373825206082"
1,"48_L-NM0_R-WL1",11065958,"4649","corridor_right","1.5e+16","-1858985125672973","14153839516522774"
2,"63_L-WM1_R-NS0",11065958,"5505","corridor_left","-150","-19632487650312956","-7671661607003674"
3,"28_L-WL0_R-NS1",11065958,"1808","corridor_left","-1.5e+16","7255102837184296","-27548797626121644"
4,"15_L-NL0_R-WM0",11065958,"4881","corridor_right","150","-2208157569993645","1172087357089078"
5,"37_L-EL1_R-EM0",11065958,"5034","corridor_left","-1.5e+16","37721113679020632","-7847446088644162"
6,"47_L-NL1_R-WM0",11065958,"4779","corridor_left","-1.5e+16","-12725475695611806","-28043980637450688"
7,"62_L-WM1_R-NM0",11065958,"5366","corridor_left","-1.5e+16","-10344248061711240","13083829672239034"
8,"11_L-ES1_R-EL0",11065958,"5751","corridor_left","-1.5e+16","-9055360207177928","-50660520433432768"
9,"60_L-WM0_R-NS1",11065958,"5711","corridor_left","-1.5e+16","-21759951463102608","2269299428995869"
10,"21_L-NS0_R-WL0",11065958,"4702","corridor_right","150","6877626012635332","-8257541978279423"
11,"02_L-EL0_R-ES0",11065958,"1726","corridor_right","1.5e+16","-4501184754778812","-12065119735783056"
12,"18_L-NL1_R-WS0",11065958,"2741","corridor_right","150","-7296136144036495","-34760359560660104"
13,"29_L-WL1_R-NS0",11065958,"5859","corridor_left","-150","22977128679059008","4940235141694294"
14,"33_L-WS0_R-NL1",11065958,"5756","corridor_left","-150","-24980775862599036","-6609274686106836"
15,"41_L-EM1_R-EL0",11065958,"4514","corridor_left","-1.5e+16","-1452603531566421","-15204310118989426"
16,"31_L-WM0_R-NS0",11065958,"5826","corridor_left","-1.5e+16","-15705284479995072","-5167378246380956"
17,"36_L-EL0_R-EM1",11065958,"5095","corridor_right","1.5e+16","-10171645922002334","-8617535674999829"
18,"19_L-NM0_R-WL0",11065958,"5282","corridor_right","150","3698966743023689","39951307570496800"
19,"39_L-EE0_R-EE1",11065958,"5157","corridor_right","1.5e+16","-4871256215206117","2605096226304383"
20,"16_L-NL0_R-WS0",11065958,"5206","corridor_right","150","6167512507591951","4316719845933248"
0,"L-NL0_R-WS1_in_tr",1114855,"236","corridor_left","-150","-5916806836753807","-31297124498182868"
0,"27_L-WL0_R-NS0_tr",1114855,"1694","corridor_left","-150","-9905070621121226","8987661099093764"
0,"09_L-ES0_R-EL1_tr",1114855,"3398","corridor_right","150","-1208107095999729","15791400001858876"
1,"21_L-NS0_R-WL0",1114855,"3248","corridor_right","150","-4968863028998015","14030149620833612"
2,"31_L-WM0_R-NS0",1114855,"3170","corridor_left","-150","-9830426394971048","14357299045113124"
3,"46_L-NL0_R-WM1",1114855,"3673","corridor_right","150","-11588889297888372","16383768848878284"
4,"22_L-NS0_R-WL1",1114855,"5714","corridor_right","150","-61388194569542880","1874302294714466"
5,"62_L-WM1_R-NM0",1114855,"4644","corridor_left","-150","-8771138713128508","16252149215072984"
6,"40_L-EM0_R-ES1",1114855,"3940","corridor_right","1.5e+16","-13666993847973018","-3900702536598118"
7,"53_L-NM1_R-WS0",1114855,"1752","corridor_left","-1.5e+16","-5138950650103553","-5339664708358953"
8,"61_L-WM1_R-NL0",1114855,"5698","corridor_left","-150","-7082508686811437","10880297664336200"
9,"14_L-WS1_R-NM0",1114855,"5081","corridor_left","-150","-5413869596090365","26156005353136636"
10,"44_L-ES0_R-EM1",1114855,"2770","corridor_right","1.5e+16","-6593271973992245","-11241774169416516"
11,"48_L-NM0_R-WL1",1114855,"5586","corridor_right","150","1278688295335111","19187117934222596"
12,"01_L-EL0_R-EM0",1114855,"2549","corridor_left","-1.5e+16","3370809718293849","-1504525785185146"
13,"56_L-WL0_R-NM1",1114855,"2367","corridor_right","1.5e+16","-9257590578998672","-7637407824778734"
14,"08_L-ES0_R-EL0",1114855,"1421","corridor_left","-1.5e+16","-8488639637055336","-16593814036380422"
15,"52_L-NM1_R-WM0",1114855,"750","corridor_right","150","19883883237232424","2657227576572847"
16,"35_L-WS1_R-NL0",1114855,"5567","corridor_left","-150","12528624128092480","5196411904061646"
17,"06_L-EM0_R-EM0",1114855,"5154","corridor_left","-1.5e+16","23745321159241756","6540112683935803"
18,"45_L-ES1_R-EM0",1114855,"3124","corridor_left","-1.5e+16","-12824410057004960","-9496470312152140"
19,"59_L-WM0_R-NM1",1114855,"6391","corridor_left","-150","-213516010393176","14270888819394600"
20,"50_L-NM0_R-WS1",1114855,"6387","corridor_right","150","-8053438113498359","3606708345097776"
0,"L-NL0_R-WS1_in_tr",11519326,"null","null","null","null","null"
0,"27_L-WL0_R-NS0_tr",11519326,"4049","corridor_left","-150","-34,20285728080477","44,47076091341701"
0,"09_L-ES0_R-EL1_tr",11519326,"3621","corridor_left","-150","-27,507298275742407","-21,426752785137978"
1,"05_L-EM0_R-EL0",11519326,"3723","corridor_left","-150","-32,22285805283701","-15,754861269025199"
2,"41_L-EM1_R-EL0",11519326,"2958","corridor_left","-150,00000000000003","-57,20335252893264","-19,638925749224114"
3,"51_L-NM1_R-WL0",11519326,"3671","corridor_left","-150,00000000000003","-6,221832106834995","-19,168426257189452"
4,"22_L-NS0_R-WL1",11519326,"3637","corridor_left","-150,00000000000003","-30,392390792508735","-29,11060779888993"
5,"18_L-NL1_R-WS0",11519326,"2808","corridor_right","150","-32,625213808327466","-2,4286577959426108"
6,"35_L-WS1_R-NL0",11519326,"4636","corridor_left","-150,00000000000003","-33,17184942695309","-14,782676070762829"
7,"28_L-WL0_R-NS1",11519326,"4037","corridor_right","150,00000000000003","-34,949388187116746","-12,112150741383516"
8,"34_L-WS0_R-NM0",11519326,"4807","corridor_left","-150","-29,132157857052736","-0,9732234763019019"
9,"37_L-EL1_R-EM0",11519326,"2639","corridor_left","-150,00000000000003","-30,849161215467028","-27,847135850076157"
10,"44_L-ES0_R-EM1",11519326,"3005","corridor_right","150","-27,171768778336848","-6,907663565897963"
11,"58_L-WM0_R-NL1",11519326,"1107","corridor_right","150,00000000000003","-30,092216686188703","-18,13857990942033"
12,"03_L-EL0_R-ES1",11519326,"5253","corridor_right","150,00000000000003","-36,43051878743587","-33,00692357045628"
13,"01_L-EL0_R-EM0",11519326,"4986","corridor_right","150,00000000000003","-19,88477116295741","-20,265898276379204"
14,"16_L-NL0_R-WS0",11519326,"3485","corridor_right","150","-18,077228317305288","-39,3497029091153"
15,"39_L-EE0_R-EE1",11519326,"4370","corridor_right","150,00000000000003","-29,738039774301548","-21,5515376344176"
16,"31_L-WM0_R-NS0",11519326,"3206","corridor_right","150,00000000000003","-27,070066349448812","-31,818830766161994"
17,"42_L-EM1_R-EM0",11519326,"4653","corridor_left","-150,00000000000003","-15,908664034029279","-26,95836482341032"
18,"62_L-WM1_R-NM0",11519326,"3902","corridor_left","-150","-25,120191895383243","-10,534693475240505"
19,"11_L-ES1_R-EL0",11519326,"5052","corridor_left","-150","-28,785321524251714","-36,63039268041111"
20,"24_L-NS1_R-WL0",11519326,"5386","corridor_left","-150","-30,06567828264009","-45,8682359472562"
0,"L-NL0_R-WS1_in_tr",11739127,"null","null","null","null","null"
0,"27_L-WL0_R-NS0_tr",11739127,"3614","corridor_right","149,99999999999997","-32,18392254024477","-13,839551603878704"
0,"09_L-ES0_R-EL1_tr",11739127,"3029","corridor_left","-149,99999999999997","-27,61389828617366","-11,609945063911752"
1,"28_L-WL0_R-NS1",11739127,"4511","corridor_left","-150,00000000000003","-39,33703482393583","17,316052929204837"
2,"25_L-WM0_R-NM0",11739127,"2124","corridor_left","-150","-44,42943743309378","33,31323155249099"
3,"39_L-EE0_R-EE1",11739127,"2554","corridor_left","-149,99999999999997","-35,88862591904493","-20,10141395172346"
4,"32_L-WS0_R-NL0",11739127,"5053","corridor_left","-150","-51,56412285952025","-6,010808322742971"
5,"11_L-ES1_R-EL0",11739127,"5284","corridor_right","149,99999999999994","-40,772184445421985","-20,34282418023342"
6,"36_L-EL0_R-EM1",11739127,"1633","corridor_right","149,99999999999997","-33,64816580396875","-17,89528042402661"
7,"14_L-WS1_R-NM0",11739127,"5121","corridor_left","-150","-31,285939604645172","-13,443585494474735"
8,"15_L-NL0_R-WM0",11739127,"4708","corridor_right","150,00000000000003","-41,29236582462159","11,211614863355335"
9,"45_L-ES1_R-EM0",11739127,"4676","corridor_left","-149,99999999999997","-37,00906481339158","-35,776199280392845"
10,"40_L-EM0_R-ES1",11739127,"3441","corridor_right","149,99999999999997","-38,54828042718232","-5,347221009352609"
11,"43_L-EM1_R-ES0",11739127,"4770","corridor_left","-149,99999999999997","-45,297660630087194","-23,024607910426056"
12,"53_L-NM1_R-WS0",11739127,"4804","corridor_left","-149,99999999999994","-45,12936983426635","-30,63484226941118"
13,"07_L-EM0_R-ES0",11739127,"5659","corridor_right","150","-46,61436813657457","-39,76500030445199"
14,"42_L-EM1_R-EM0",11739127,"5204","corridor_left","-149,99999999999997","-53,26756767775778","-18,64876087161072"
15,"29_L-WL1_R-NS0",11739127,"4266","corridor_left","-150","-50,603568146618834","-0,8481386678548599"
16,"61_L-WM1_R-NL0",11739127,"5070","corridor_left","-150","-46,33446465009746","4,924079969777118"
17,"49_L-NM0_R-WM1",11739127,"5056","corridor_right","150","-38,38325954779391","-16,900311249252976"
18,"62_L-WM1_R-NM0",11739127,"4549","corridor_left","-150","-35,419521234377086","0,038693258549065135"
19,"22_L-NS0_R-WL1",11739127,"5749","corridor_right","150","-21,26595795856198","-12,936656047040483"
20,"33_L-WS0_R-NL1",11739127,"5559","corridor_right","150","-26,541665618021334","-39,61427042050141"
0,"L-NL0_R-WS1_in_tr",1178658,"2381","corridor_right","1.5e+16","-13,584292967655486","7081137239607215"
0,"27_L-WL0_R-NS0_tr",1178658,"3127","corridor_left","-1.5e+16","-15,805318907565233","8371793341256987"
0,"09_L-ES0_R-EL1_tr",1178658,"2977","corridor_right","1.5e+16","-10,408001498401013","-8302230131510498"
1,"42_L-EM1_R-EM0",1178658,"4582","corridor_left","-150","-5,944705075336593","-9364819672011136"
2,"60_L-WM0_R-NS1",1178658,"5356","corridor_right","150","-21,407958248733443","-9790810306140456"
3,"52_L-NM1_R-WM0",1178658,"4948","corridor_left","-1.5e+16","-11,641890181371622","-6187832505402554"
4,"26_L-WL0_R-NM0",1178658,"3616","corridor_left","-150","-16,197742070226507","12732688375643588"
5,"25_L-WM0_R-NM0",1178658,"4199","corridor_left","-150","-17,631228951692222","-22966707861450104"
6,"32_L-WS0_R-NL0",1178658,"4520","corridor_left","-150","0,8286464854317686","-5317141251200731"
7,"38_L-EM0_R-EL1",1178658,"5163","corridor_right","1.5e+16","-4,931856917024675","-9618876213600088"
8,"36_L-EL0_R-EM1",1178658,"5700","corridor_right","1.5e+16","-10,807674694033857","-346916635985383"
9,"23_L-NS0_R-WM0",1178658,"3680","corridor_right","150","-15,360126346002026","7687135632708607"
10,"18_L-NL1_R-WS0",1178658,"5581","corridor_left","-1.5e+16","-6,689683518197917","-10498701822011924"
11,"29_L-WL1_R-NS0",1178658,"5776","corridor_left","-150","-8,6649230050893","10536763028554320"
12,"63_L-WM1_R-NS0",1178658,"5487","corridor_left","-150","-7,177806316162538","-8408041155785583"
13,"27_L-WL0_R-NS0",1178658,"4001","corridor_right","1.5e+16","-8,9588736655367","-30575597231903916"
14,"41_L-EM1_R-EL0",1178658,"5729","corridor_left","-1.5e+16","0,8266945619024781","-7153247980600838"
15,"48_L-NM0_R-WL1",1178658,"5764","corridor_right","150","-5,110311742332591","-45446856346012160"
16,"13_L-WS0_R-NM1",1178658,"5796","corridor_right","1.5e+16","-10,544173873450042","-11538962054985576"
17,"19_L-NM0_R-WL0",1178658,"5983","corridor_right","150","-18,19071794803198","2600856695535585"
18,"59_L-WM0_R-NM1",1178658,"5791","corridor_right","150","-11,610562121942841","-48132625205941936"
19,"43_L-EM1_R-ES0",1178658,"5772","corridor_left","-150","-2,6555514071689927","-4378414123661372"
20,"37_L-EL1_R-EM0",1178658,"5571","corridor_left","-1.5e+16","-9,094527352208644","-4221931714656989"
0,"L-NL0_R-WS1_in_tr",11976433,"91","corridor_right","1.5e+16","-35443607574086164","-10,110808522450384"
0,"27_L-WL0_R-NS0_tr",11976433,"1447","corridor_right","150","-3226536629031096","-15,819362422113912"
0,"09_L-ES0_R-EL1_tr",11976433,"2587","corridor_right","1.5e+16","-9592037741047918","-4,796546269805447"
1,"44_L-ES0_R-EM1",11976433,"4055","corridor_right","150","-8912294458556595","-9,987094348874976"
2,"27_L-WL0_R-NS0",11976433,"950","corridor_left","-1.5e+16","-6793393930432039","0,7439846523412506"
3,"63_L-WM1_R-NS0",11976433,"4317","corridor_left","-150","-11425627105272924","-9,711063061077752"
4,"56_L-WL0_R-NM1",11976433,"4735","corridor_right","1.5e+16","-1115756305755201","-11,42265317832647"
5,"40_L-EM0_R-ES1",11976433,"2616","corridor_right","1.5e+16","-20813854434394972","-22,53167040573902"
6,"30_L-WM0_R-NL0",11976433,"4500","corridor_left","-150","-1322894415596241","-15,232212864058628"
7,"47_L-NL1_R-WM0",11976433,"3701","corridor_left","-1.5e+16","-34740218030537876","-12,320220678760464"
8,"28_L-WL0_R-NS1",11976433,"4263","corridor_right","1.5e+16","-129891300038812","-19,863205804221977"
9,"54_L-NS0_R-WM1",11976433,"5432","corridor_right","150","-11408830996796312","-8,551954245702099"
10,"46_L-NL0_R-WM1",11976433,"5617","corridor_right","150","-7491054559518844","-15,244484332017564"
11,"35_L-WS1_R-NL0",11976433,"3616","corridor_left","-150","-13021341171238432","-8,658843325018296"
12,"49_L-NM0_R-WM1",11976433,"5264","corridor_right","150","-10578929596254576","-4,760439623579664"
13,"16_L-NL0_R-WS0",11976433,"5199","corridor_right","150","-3725436591308819","1,8953002750959698"
14,"01_L-EL0_R-EM0",11976433,"3506","corridor_right","1.5e+16","3011365532146641","-12,737440890616384"
15,"58_L-WM0_R-NL1",11976433,"5163","corridor_left","-150","-13554744792403356","-0,8011452971975803"
16,"04_L-EL1_R-ES0",11976433,"5467","corridor_left","-1.5e+16","-6542574155177853","-8,225362353916736"
17,"10_L-ES0_R-EM0",11976433,"3471","corridor_left","-1.5e+16","-3292082122566114","-2,008693169652915"
18,"41_L-EM1_R-EL0",11976433,"5250","corridor_left","-1.5e+16","-37835938805222896","-19,485140984395244"
19,"33_L-WS0_R-NL1",11976433,"4050","corridor_right","1.5e+16","-5410465968171067","-10,438475894035847"
20,"52_L-NM1_R-WM0",11976433,"4698","corridor_left","-1.5e+16","-10088891313283654","-17,049512717276542"
0,"L-NL0_R-WS1_in_tr",12811472,"641","corridor_right","150","-26529953716795488","-21,746177429912734"
0,"27_L-WL0_R-NS0_tr",12811472,"1590","corridor_left","-1.5e+16","2096566572926747","0,2205247617581385"
0,"09_L-ES0_R-EL1_tr",12811472,"4732","corridor_right","1.5e+16","-7190491293665495","-7,847143590428686"
1,"11_L-ES1_R-EL0",12811472,"4849","corridor_left","-1.5e+16","-1822776696637882","-23,534778668758207"
2,"09_L-ES0_R-EL1",12811472,"5003","corridor_right","1.5e+16","-4620078013637638","-8,324335661668584"
3,"27_L-WL0_R-NS0",12811472,"4399","corridor_left","-150","27889316708985208","-2,478338733994679"
4,"14_L-WS1_R-NM0",12811472,"5132","corridor_left","-150","-16602779912812804","-4,633881729629461"
5,"42_L-EM1_R-EM0",12811472,"5245","corridor_left","-150","-12902667707996648","-9,301678647104907"
6,"02_L-EL0_R-ES0",12811472,"4360","corridor_right","150","-1550949106426782","-44,77771312365344"
7,"47_L-NL1_R-WM0",12811472,"6749","corridor_left","-1.5e+16","-458745245830557","-5,788304894714017"
8,"39_L-EE0_R-EE1",12811472,"5665","corridor_right","150","-9327301672432276","-11,375686400054818"
9,"56_L-WL0_R-NM1",12811472,"5617","corridor_right","1.5e+16","-22641044769001156","-6,237688372418006"
10,"52_L-NM1_R-WM0",12811472,"4797","corridor_left","-1.5e+16","-5098191268402971","-5,367109069831571"
11,"46_L-NL0_R-WM1",12811472,"5815","corridor_right","150","-7426899435930139","-8,657434450025566"
12,"45_L-ES1_R-EM0",12811472,"5589","corridor_left","-1.5e+16","-7346285666069306","-15,948846863794728"
13,"55_L-NS1_R-WM0",12811472,"5319","corridor_left","-1.5e+16","-22104674095524076","-25,902766709359383"
14,"22_L-NS0_R-WL1",12811472,"5614","corridor_right","150","-6784396548807294","0,13144018878301544"
15,"17_L-NL0_R-WS1",12811472,"6127","corridor_right","150","-635526902536359","-6,1513981142002585"
16,"23_L-NS0_R-WM0",12811472,"5266","corridor_left","-150","-20915855283672684","-13,067935835242096"
17,"25_L-WM0_R-NM0",12811472,"5200","corridor_left","-1.5e+16","-6094202653525741","-4,675004899631208"
18,"35_L-WS1_R-NL0",12811472,"5335","corridor_left","-150","-33580848838239704","-7,9402714126928196"
19,"29_L-WL1_R-NS0",12811472,"3995","corridor_left","-1.5e+16","-6033476309028174","-11,758436841305866"
20,"40_L-EM0_R-ES1",12811472,"5900","corridor_right","1.5e+16","-12950166323486576","-3,768231754777375"
0,"L-NL0_R-WS1_in_tr",12869257,"4242","corridor_left","-150","-9689659545364208","-6919374999503333"
0,"27_L-WL0_R-NS0_tr",12869257,"4683","corridor_left","-1.5e+16","-9884658018223944","988537707523093"
0,"09_L-ES0_R-EL1_tr",12869257,"4251","corridor_right","1.5e+16","3219059845761066","-5810278024476887"
1,"38_L-EM0_R-EL1",12869257,"4986","corridor_left","-1.5e+16","-10109358065967172","-43014486792683760"
2,"28_L-WL0_R-NS1",12869257,"5678","corridor_left","-150","-9273201751019372","3315746928151002"
3,"18_L-NL1_R-WS0",12869257,"5334","corridor_right","1.5e+16","14776816445974320","47266765438790000"
4,"44_L-ES0_R-EM1",12869257,"3359","corridor_right","150","-5001889072173157","-8568905686805792"
5,"48_L-NM0_R-WL1",12869257,"4967","corridor_right","150","2063518891434086","1304523539599586"
6,"19_L-NM0_R-WL0",12869257,"4631","corridor_left","-1.5e+16","-4475912017274695","-3809256685332116"
7,"03_L-EL0_R-ES1",12869257,"3752","corridor_right","1.5e+16","-2995712675419916","-24317732062164356"
8,"16_L-NL0_R-WS0",12869257,"5293","corridor_left","-1.5e+16","-6824817746493046","-4404784663105289"
9,"17_L-NL0_R-WS1",12869257,"5143","corridor_right","150","5118824102358452","-9707523127469932"
10,"24_L-NS1_R-WL0",12869257,"3523","corridor_left","-1.5e+16","-15981603563974058","-2391740780010491"
11,"09_L-ES0_R-EL1",12869257,"4374","corridor_right","1.5e+16","1135167214211478","-6314530977842736"
12,"27_L-WL0_R-NS0",12869257,"2976","corridor_left","-150","13887419537298064","20415964721278184"
13,"37_L-EL1_R-EM0",12869257,"4430","corridor_left","-1.5e+16","1.6e+16","-13227977431679832"
14,"47_L-NL1_R-WM0",12869257,"5600","corridor_left","-1.5e+16","-60887164442018008","-18221268756321292"
15,"33_L-WS0_R-NL1",12869257,"4959","corridor_right","150","-8834453428469857","-11529220524872968"
16,"06_L-EM0_R-EM0",12869257,"3738","corridor_right","1.5e+16","-29318007420701408","-22771565010451752"
17,"23_L-NS0_R-WM0",12869257,"4278","corridor_right","150","-37393690012359976","2957106642935097"
18,"63_L-WM1_R-NS0",12869257,"5583","corridor_left","-150","11183160010292852","-19642891534517984"
19,"13_L-WS0_R-NM1",12869257,"4657","corridor_right","1.5e+16","-11297640800216924","-14741146742528542"
20,"14_L-WS1_R-NM0",12869257,"5793","corridor_left","-150","-24776197214265512","-13294037974572952"
0,"L-NL0_R-WS1_in_tr",13455851,"null","null","null","null","null"
0,"27_L-WL0_R-NS0_tr",13455851,"3231","corridor_left","-150","-18,760217742322013","-1,222372503768577"
0,"09_L-ES0_R-EL1_tr",13455851,"3951","corridor_right","150,00000000000003","-15,165275990967771","-6,511481000007308"
1,"11_L-ES1_R-EL0",13455851,"5774","corridor_left","-150,00000000000003","-35,29498802287027","-15,397651020905087"
2,"12_L-NM0_R-WM0",13455851,"3967","corridor_right","150","-102,68670782127893","72,56694782646704"
3,"13_L-WS0_R-NM1",13455851,"3374","corridor_right","150,00000000000003","-24,943181377688887","0,6854916281710501"
4,"19_L-NM0_R-WL0",13455851,"2884","corridor_left","-150,00000000000003","-33,82368774318979","-20,058002086004564"
5,"33_L-WS0_R-NL1",13455851,"2582","corridor_right","150,00000000000003","-10,129772219220328","-27,14765407401846"
6,"59_L-WM0_R-NM1",13455851,"5117","corridor_right","150,00000000000003","-53,88102079769341","-20,640180692903556"
7,"15_L-NL0_R-WM0",13455851,"null","null","null","null","null"
8,"02_L-EL0_R-ES0",13455851,"3118","corridor_left","-150,00000000000003","-8,10303887762943","-7,5619900239667"
9,"42_L-EM1_R-EM0",13455851,"4230","corridor_left","-150,00000000000003","-34,70459091372206","-23,166262792905584"
10,"26_L-WL0_R-NM0",13455851,"3585","corridor_left","-150","-60,34871695834869","13,330811261850052"
11,"28_L-WL0_R-NS1",13455851,"5984","corridor_right","150,00000000000003","-31,950144894272995","-24,509761549682864"
12,"47_L-NL1_R-WM0",13455851,"5423","corridor_left","-150","-9,747957228713041","-42,31860932039582"
13,"18_L-NL1_R-WS0",13455851,"5457","corridor_left","-150,00000000000003","-64,39669104006907","-23,064295755483556"
14,"05_L-EM0_R-EL0",13455851,"3699","corridor_left","-149,99999999999997","-87,97750365881981","-63,95802461051621"
15,"20_L-NM0_R-WS0",13455851,"5345","corridor_left","-150","-43,33125461316849","-12,81860251504878"
16,"51_L-NM1_R-WL0",13455851,"5664","corridor_left","-150,00000000000003","-50,840603523286326","-27,8589042313435"
17,"29_L-WL1_R-NS0",13455851,"6034","corridor_left","-150","-90,59988564578634","9,03920814574672"
18,"30_L-WM0_R-NL0",13455851,"4754","corridor_right","150,00000000000003","0,4410561976927099","-11,583050255236614"
19,"62_L-WM1_R-NM0",13455851,"6051","corridor_left","-150","-25,706329891004838","-12,014285538793771"
20,"14_L-WS1_R-NM0",13455851,"5488","corridor_left","-149,99999999999997","-49,413119012028815","19,41923328195393"
0,"L-NL0_R-WS1_in_tr",13896031,"1039","corridor_right","150","-659931348535537","400084927975455"
0,"27_L-WL0_R-NS0_tr",13896031,"4843","corridor_right","150","-30572790079387908","-21557811901463084"
0,"09_L-ES0_R-EL1_tr",13896031,"4283","corridor_right","150","-60475373690273728","-34598397580180348"
1,"37_L-EL1_R-EM0",13896031,"5908","corridor_right","1.5e+16","-26358936287226288","-8874355088770884"
2,"09_L-ES0_R-EL1",13896031,"4764","corridor_right","1.5e+16","-41594595469530600","-1199863201493207"
3,"45_L-ES1_R-EM0",13896031,"4892","corridor_left","-150","-57756430430812960","-9545716652665520"
4,"62_L-WM1_R-NM0",13896031,"5253","corridor_left","-150","-55319545846954952","4860162126312171"
5,"57_L-WL1_R-NM0",13896031,"5150","corridor_left","-150","-2555792833640384","14509220891611524"
6,"52_L-NM1_R-WM0",13896031,"4905","corridor_left","-1.5e+16","-6795631428830339","-5090200829783242"
7,"38_L-EM0_R-EL1",13896031,"4973","corridor_right","1.5e+16","-16631154716751112","-23974641621247852"
8,"10_L-ES0_R-EM0",13896031,"4182","corridor_left","-1.5e+16","-4119840051167264","-17372026494210516"
9,"01_L-EL0_R-EM0",13896031,"5316","corridor_left","-150","-4880864096767964","2879328353159295"
10,"04_L-EL1_R-ES0",13896031,"4550","corridor_left","-1.5e+16","-15558799117480174","4647945312404076"
11,"06_L-EM0_R-EM0",13896031,"4817","corridor_right","1.5e+16","-6957017605697811","-12501523890756786"
12,"12_L-NM0_R-WM0",13896031,"4865","corridor_right","150","-4411830225274563","43841286323576112"
13,"36_L-EL0_R-EM1",13896031,"4942","corridor_right","150","-14121991596417224","-20133681417576824"
14,"24_L-NS1_R-WL0",13896031,"5155","corridor_left","-150","-36149425540462960","-26013973969865844"
15,"48_L-NM0_R-WL1",13896031,"6050","corridor_right","150","-24134715018529564","13086036032153060"
16,"35_L-WS1_R-NL0",13896031,"5477","corridor_left","-150","-3200561705495035","4131947898489753"
17,"27_L-WL0_R-NS0",13896031,"5238","corridor_left","-150","-2595144779263637","-17905003473996324"
18,"39_L-EE0_R-EE1",13896031,"6100","corridor_right","1.5e+16","-18124485883991344","-6540710170937629"
19,"08_L-ES0_R-EL0",13896031,"4924","corridor_right","1.5e+16","-450533228465047","-2656385771201255"
20,"50_L-NM0_R-WS1",13896031,"6347","corridor_right","1.5e+16","-26038306199997904","13930020722073984"
0,"L-NL0_R-WS1_in_tr",1504237,"4573","corridor_left","-1.5e+16","-7,27888206384192","-33888207864917064"
0,"27_L-WL0_R-NS0_tr",1504237,"4696","corridor_right","150","-22,536853897313698","-2383769510148619"
0,"09_L-ES0_R-EL1_tr",1504237,"5829","corridor_right","1.5e+16","-23,848754868487063","-6854369404328068"
1,"25_L-WM0_R-NM0",1504237,"5356","corridor_left","-1.5e+16","-7,959048412804243","-2266136278203389"
2,"33_L-WS0_R-NL1",1504237,"6657","corridor_right","1.5e+16","-8,168209281703987","-14954872849439368"
